Data	AN	Data (sfarsit)	Nume Comp.	Moțiune	INFOs.	CA Team	TEMA	P/I	TIPOLOGIE	NIVEL	LIMBA	Runda	DRAW	Observatii	Lipsa	Link	TAGs (WIP)	TEMA 1	TEMA 2	TEMA 3
26-oct.-2018	2018	28-oct.-2018	Focșani Mixt Team Open	AP crede ca dreptul de vot ar trebui conditionat de absolvirea bacalaureatului.		Victor Bajan, Raluca Slobozeanu	Politica, Educatie	Impromptu	Prescriptiv	Incepator	Romana	R2	Runde					Politica	Educatie	
26-oct.-2018	2018	28-oct.-2018	Focșani Mixt Team Open	AP ar interzice jocurile video care portretizeaza acte violente si imorale intr-un context realist.		Victor Bajan, Raluca Slobozeanu	Arta si Cultura, Libertati, Moralitate	Impromptu	Prescriptiv	Incepator	Romana	R3	Runde					Arta si Cultura	Libertati	Moralitate
26-oct.-2018	2018	28-oct.-2018	Focșani Mixt Team Open	AP crede ca fenomenul muncii sezoniere in strainatate in mediul rural din Romania face mai mult rau decat bine.		Victor Bajan, Raluca Slobozeanu	Afaceri	Impromptu	Descriptiv	Incepator	Romana	Semi	Eliminatorii					Afaceri		
26-oct.-2018	2018	28-oct.-2018	Focșani Mixt Team Open	APCC Consiliul National al Elevilor ar trebui sa aiba un drept de veto asupra deciziilor ce privesc educatia gimnaziala si liceala (curricula, structura examenului de bacalaureat, alocarea fondurilor nationale pentru educatie, etc).	Consiliul National al Elevilor este structura nationala de reprezentare a elevilor, fiind compus din reprezentanti regionali alesi prin vot democratic de catre elevi. Drept de veto = dreptul unei persoane/organizatii de a se opune adoptarii unei decizii sau hotarari prin simpla manifestare de vointa.	Victor Bajan, Raluca Slobozeanu	Educatie, Politica	Impromptu	Prescriptiv	Incepator	Romana	Finala	Eliminatorii					Educatie	Politica	
17-nov.-2018	2018		Funky Debates II	AP ar oferi parintilor acces complet la conturile de pe retelele de socializare ale copiilor lor.		Florentina Mihalcea	Familie, Stiinta si tehnologie	Impromptu	Prescriptiv	General	Romana	R1	Runde					Familie	Stiinta si tehnologie	
17-nov.-2018	2018		Funky Debates II	AP ar implementa blind voting-ul.	Blind voting = sistem prin care votanții votează diverse politici, urmând ca pe baza preferințelor lor să li se atribuie un candidat.	Florentina Mihalcea	Politica	Prepared	Prescriptiv	General	Romana	R2, R3	Runde			https://www.facebook.com/events/289696915217210/		Politica		
24-nov.-2018	2018	25-nov.-2018	Central Open 2018	THW ban strikes by those working in essential public services.		CA Vlad Surdea; DCA Victor Bajan; Jr. CA Irina Ivan, Alexandra Firescu	Afaceri	Impromptu	Prescriptiv	General	Engleza	R1	Runde					Afaceri		
24-nov.-2018	2018	25-nov.-2018	Central Open 2018	THS a job-guarantee programme.	A job guarantee programme is a scheme designed to provide a job (either in the public or private sector) at non poverty wages for all citizens above the age of 18 than seek one, through large scale hiring by the government and partner private agents.	CA Vlad Surdea; DCA Victor Bajan; Jr. CA Irina Ivan, Alexandra Firescu	Economie, Politici Sociale	Prepared	Prescriptiv	General	Engleza	R2	Runde					Economie	Politici Sociale	
24-nov.-2018	2018	25-nov.-2018	Central Open 2018	THBT revenue from tourism sites associated with indigenous cultures (e.g. Basque cities in Spain, Mayan pyramids in Mexico etc.) should be distributed directly to those communities.		CA Vlad Surdea; DCA Victor Bajan; Jr. CA Irina Ivan, Alexandra Firescu	Arta si Cultura, Politici Sociale, Economie	Impromptu	Prescriptiv	General	Engleza	R3	Runde					Arta si Cultura	Politici Sociale	Economie
24-nov.-2018	2018	25-nov.-2018	Central Open 2018	THW not allow out of court settlements for workplace discrimination and harassment.		CA Vlad Surdea; DCA Victor Bajan; Jr. CA Irina Ivan, Alexandra Firescu	Justitie, Afaceri	Prepared	Prescriptiv	General	Engleza	R4, Finala	General			https://www.facebook.com/events/252393525469243/		Justitie	Afaceri	
24-nov.-2018	2018	25-nov.-2018	Central Open 2018	TH prefers birthright citizenship over the principle of jus sanguinis.	Birthright citizenship is the right of anyone born in the territory of a state to obtain the nationality or citizemship of that particular state, regardless of other factors. Certain cuntries, such as the USA, Canada or Pakistan , offer birthright citizenship, while almost all other states in Europe, Asia, Africa and Oceania grant citizenship at birth only upon the principle of jus sanguinis, in which citizenship is inherited through parents, not by birthplace.	CA Vlad Surdea; DCA Victor Bajan; Jr. CA Irina Ivan, Alexandra Firescu	Politica	Impromptu	Descriptiv	General	Engleza	Sfert	Eliminatorii					Politica		
24-nov.-2018	2018	25-nov.-2018	Central Open 2018	THS the creation of Gulabi Gang type of groups in regions with low police enforcement (e.g. Uttar Pradesh in India, Java in Indonesia, etc).	The Gulabi Gang is a group of vigilante women activists from northern India who wear pink saris and perform violent extrajudicial surveillance. They specifically target men who they have reason to believe have gone unpunished for acts of violence against women.	CA Vlad Surdea; DCA Victor Bajan; Jr. CA Irina Ivan, Alexandra Firescu	Justitie, Moralitate	Impromptu	Prescriptiv	General	Engleza	Semi	Eliminatorii					Justitie	Moralitate	
8-dec.-2018	2018	9-dec.-2018	PTA 14	AP crede că gesturile cavalereşti duc la discriminare împotriva femeilor.		CA: Andrei Petre si Serban Pitic; DCA: Mara Croitoru, Constantin Stacescu, Theo Dumitru	Feminism	Impromptu	Descriptiv	Incepator	Romana	R1	Runde					Feminism		
8-dec.-2018	2018	9-dec.-2018	PTA 14	AP ar legaliza consumul și comercializarea tuturor drogurilor care nu produc dependență fizică.		CA: Andrei Petre si Serban Pitic; DCA: Mara Croitoru, Constantin Stacescu, Theo Dumitru	Libertati, Medicina	Prepared	Prescriptiv	Incepator	Romana	R2, Sfert	General					Libertati	Medicina	
8-dec.-2018	2018	9-dec.-2018	PTA 14	APCC echipele sportive nu ar trebui să răspundă pentru acțiunile colective ale fanilor.		CA: Andrei Petre si Serban Pitic; DCA: Mara Croitoru, Constantin Stacescu, Theo Dumitru	Sport, Justitie, Moralitate	Impromptu	Prescriptiv	Incepator	Romana	R3	Runde					Sport	Justitie	Moralitate
8-dec.-2018	2018	9-dec.-2018	PTA 14	AP ar demola/înlătura simbolurile unor regimuri opresive prezente în spații publice.		CA: Andrei Petre si Serban Pitic; DCA: Mara Croitoru, Constantin Stacescu, Theo Dumitru	Arta si Cultura, Politica	Prepared	Prescriptiv	Incepator	Romana	R4, Finala	General					Arta si Cultura	Politica	
8-dec.-2018	2018	9-dec.-2018	PTA 14	AP crede că mass-media nu ar trebui să aibă dreptul de a face publice detalii din viața privată a persoanelor publice.		CA: Andrei Petre si Serban Pitic; DCA: Mara Croitoru, Constantin Stacescu, Theo Dumitru	Mass/Social Media, Libertati	Impromptu	Prescriptiv	Incepator	Romana	Optimi	Eliminatorii					Mass/Social Media	Libertati	
8-dec.-2018	2018	9-dec.-2018	PTA 14	AP nu ar condamna persoanele sărace pentru furtul produselor necesare unui trai decent.		CA: Andrei Petre si Serban Pitic; DCA: Mara Croitoru, Constantin Stacescu, Theo Dumitru	Justitie, Politici Sociale, Minoritati	Impromptu	Prescriptiv	Incepator	Romana	Semi	Eliminatorii					Justitie	Politici Sociale	Minoritati
15-dec.-2018	2018	16-dec.-2018	NextGen 2.0	AP ar interzice jocurile de noroc.		CA: Livia Rusu, Slobozeanu Raluca; DCA: Robert Ciugolia. Ioana Stanciu	Libertati, Moralitate	Impromptu	Prescriptiv	Incepator	Romana	R1	Runde					Libertati	Moralitate	
15-dec.-2018	2018	16-dec.-2018	NextGen 2.0	AP ar revoca imunitatea parlamentară.		CA: Livia Rusu, Slobozeanu Raluca; DCA: Robert Ciugolia. Ioana Stanciu	Politica, Justitie	Prepared	Prescriptiv	Incepator	Romana	R2	Runde					Politica	Justitie	
15-dec.-2018	2018	16-dec.-2018	NextGen 2.0	APCC o carieră artistică dăunează copiilor de până în 14 ani.		CA: Livia Rusu, Slobozeanu Raluca; DCA: Robert Ciugolia. Ioana Stanciu	Familie, Arta si Cultura	Impromptu	Descriptiv	Incepator	Romana	R3	Runde					Familie	Arta si Cultura	
15-dec.-2018	2018	16-dec.-2018	NextGen 2.0	AP ar interzice accesul la educația de stat copiilor nevaccinați.		CA: Livia Rusu, Slobozeanu Raluca; DCA: Robert Ciugolia. Ioana Stanciu	Medicina, Educatie	Prepared	Prescriptiv	Incepator	Romana	R4	Runde					Medicina	Educatie	
15-dec.-2018	2018	16-dec.-2018	NextGen 2.0	AP ar interzice producția, vânzarea și folosirea de Poke Balls.	PokeBalls reprezinta niște mici dispozitive cu ajutorul cărora posesorul poate să captureze în interiorul acestora animale/creaturi din mediul înconjurător. După ce acestea sunt capturate în interiorul PokeBall-ului, acestea devin loiale celui care le-a capturat.	CA: Livia Rusu, Slobozeanu Raluca; DCA: Robert Ciugolia. Ioana Stanciu	Libertati, Moralitate, LOL	Impromptu	Prescriptiv	Incepator	Romana	Sfert	Eliminatorii					Libertati	Moralitate	LOL
15-dec.-2018	2018	16-dec.-2018	NextGen 2.0	Plecând de la premisa că menținerea unui astfel de secret este perfect posibilă, AP, ca lideri ai unui stat în care a avut loc un contact extraterestru, ar ascunde dovezile acestuia.		CA: Livia Rusu, Slobozeanu Raluca; DCA: Robert Ciugolia. Ioana Stanciu	Politica, Securitate Razboi si Armata, Stiinta si tehnologie	Impromptu	Prescriptiv	Incepator	Romana	Semi	Eliminatorii					Politica	Securitate Razboi si Armata	Stiinta si tehnologie
15-dec.-2018	2018	16-dec.-2018	NextGen 2.0	AP ar apăsa butonul.	Se presupune că există un buton care ar șterge toate planurile de fabricație, locațiile de fabricație și orice amintire despre armele nucleare.	CA: Livia Rusu, Slobozeanu Raluca; DCA: Robert Ciugolia. Ioana Stanciu	Securitate Razboi si Armata, Moralitate	Impromptu	Prescriptiv	Incepator	Romana	Finala	Eliminatorii					Securitate Razboi si Armata	Moralitate	
4-ian.-2019	2019	7-ian.-2019	CDx 2019	AP regreta absenta liderilor in miscarile civice precum #rezist, #metoo si gilets jaunes.		CA: Serban Pitic, Radu Tiganas; DCA: Ionut Brusten, Florentina Mihalcea	Politica, Trenduri Sociale	Prepared	Descriptiv	General	Romana	R1, R4	Runde					Politica	Trenduri Sociale	
4-ian.-2019	2019	7-ian.-2019	CDx 2019	AP nu ar permite părinților să își scoată copii de la orele de educație sexuală.		CA: Serban Pitic, Radu Tiganas; DCA: Ionut Brusten, Florentina Mihalcea	Educatie, Familie	Impromptu	Prescriptiv	General	Romana	R3	Runde					Educatie	Familie	
4-ian.-2019	2019	7-ian.-2019	CDx 2019	AP crede că Statele Unite ar trebui să rupa toate legăturile cu Arabia Saudită până când regatul acceptă o investigație internațională independentă în cazul uciderii lui Jamal Khashoggi.		CA: Serban Pitic, Radu Tiganas; DCA: Ionut Brusten, Florentina Mihalcea	Relatii Internationale, Justitie	Prepared	Prescriptiv	General	Romana	R2, R5	Runde					Relatii Internationale	Justitie	
4-ian.-2019	2019	7-ian.-2019	CDx 2019	AP ar face votul obligatoriu la toate scrutinele electorale.		CA: Serban Pitic, Radu Tiganas; DCA: Ionut Brusten, Florentina Mihalcea	Politica	Impromptu	Prescriptiv	General	Romana	Optimi Partiale	Eliminatorii					Politica		
4-ian.-2019	2019	7-ian.-2019	CDx 2019	AP ar interzice solicitarea unui extras din cazierul judiciar de către persoane sau instituții private.	Cazier judiciar = fișă de evidență a antecedentelor penale ale unei persoane.	CA: Serban Pitic, Radu Tiganas; DCA: Ionut Brusten, Florentina Mihalcea	Justitie, Afaceri	Impromptu	Prescriptiv	General	Romana	Sfert	Eliminatorii					Justitie	Afaceri	
4-ian.-2019	2019	7-ian.-2019	CDx 2019	AP crede că persoanele condamnate de corupție nu ar trebui să poată candida la funcții publice nici după ispășirea pedepsei.		CA: Serban Pitic, Radu Tiganas; DCA: Ionut Brusten, Florentina Mihalcea	Justitie, Politica	Impromptu	Prescriptiv	General	Romana	Semi	Eliminatorii					Justitie	Politica	
4-ian.-2019	2019	7-ian.-2019	CDx 2019	AP nu ar permite recrearea artistilor decedati in forma digitala (ex. CGI, holograme, etc), fara acordul ante-mortem a acestora.	Actorul Peter Cushing a jucat in Rogue One in 2016. Marilyn Monroe, Grace Kelly si Marlene Dietrich au jucat intr-o reclama pentru Dior in 2011. Michael Jackson a cantat la Billboard Music Awards in 2014. Tupac Shakur si-a facut aparitia intr-un concert in 2012. Roy Orbison a tinut multiple concerte in 2018 iar Amy Winehouse va concerta in 2019. Toti acesti artisti au murit cu mult inaintea acestor aparitii.	CA: Serban Pitic, Radu Tiganas; DCA: Ionut Brusten, Florentina Mihalcea	Arta si Cultura, Moralitate	Impromptu	Prescriptiv	General	Romana	Finala	Eliminatorii					Arta si Cultura	Moralitate	
6-feb.-2019	2019	9-feb.-2019	Deva Cup II	AP ar impune o acciza pentru produsele de lux (ex: ceasuri Rolex, masini Ferrari, haine de lux, etc.).		CA: Victor Bajan, Robert Ciugolia, Tudor Suciu	Economie	Impromptu	Prescriptiv	General	Romana	R1	Runde					Economie		
6-feb.-2019	2019	9-feb.-2019	Deva Cup II	AP ar penaliza progresiv echipele sportive ale caror fani comit acte de violenta verbala sau fizica. ( ex: amenzi, suspendarea suporterilor, excluderea din competitie, etc.)		CA: Victor Bajan, Robert Ciugolia, Tudor Suciu	Sport	Impromptu	Prescriptiv	General	Romana	R2	Runde					Sport		
6-feb.-2019	2019	9-feb.-2019	Deva Cup II	AP regreta influxul masiv de cultura occidentala in Romania ( muzica, filme, arta culinara, etc.)		CA: Victor Bajan, Robert Ciugolia, Tudor Suciu	Arta si Cultura	Impromptu	Descriptiv	General	Romana	R3	Runde					Arta si Cultura		
6-feb.-2019	2019	9-feb.-2019	Deva Cup II	APCC ca statul ar trebui sa descurajeze activ supraponderabilitatea in randul populatiei.		CA: Victor Bajan, Robert Ciugolia, Tudor Suciu	Medicina, Trenduri Sociale	Impromptu	Prescriptiv	General	Romana	R4	Runde					Medicina	Trenduri Sociale	
6-feb.-2019	2019	9-feb.-2019	Deva Cup II	AP ar permite companiilor private sa adopte copii.		CA: Victor Bajan, Robert Ciugolia, Tudor Suciu	Familie, Afaceri, Libertati	Impromptu	Prescriptiv	General	Romana	R5	Runde					Familie	Afaceri	Libertati
6-feb.-2019	2019	9-feb.-2019	Deva Cup II	AP regreta folosirea familiei de catre politicieni ca avantaj in campaniile politice.		CA: Victor Bajan, Robert Ciugolia, Tudor Suciu	Politica, Familie	Impromptu	Descriptiv	General	Romana	R6	Runde					Politica	Familie	
6-feb.-2019	2019	9-feb.-2019	Deva Cup II	APCC statele in curs de dezvoltare ar trebui sa incurajeze activ turismul de mahala.	Turismul de mahala/de slum/saraciei = practica unor agentii de turism sau a localilor din zone cu un grad de saracie foarte ridicat de a organiza excursii in aceste zone pentru straini cu scopul de a observa situatia prin care trec oamenii comunitatii respective. Turistii care participa la astfel de excursii sunt in mod uzual insotiti de o escorta armata a agentiei de turism spre a evita orice fel de incidente violente.	CA: Victor Bajan, Robert Ciugolia, Tudor Suciu	Dezvoltare	Impromptu	Prescriptiv	General	Romana	Sfert	Eliminatorii					Dezvoltare		
6-feb.-2019	2019	9-feb.-2019	Deva Cup II	Presupunand ca tehnica Ludovico ar fi fezabila si complet eficienta in a elimina capacitea indivizilor in a comite acte de violenta, AP ar permite detinutilor inchisi pentru infractiuni violente (omor, talharie, viol etc.) sa aleaga sa treaca prin tehnica Ludovico in locul inspasirii pedepsei.	Tehnica Ludovico este o modalitate de a face persoanele sa nu mai fie capabile sa nu mai fie capabile sa comita acte de violenta. Persoanele care se supun acestei tehnici privesc imagini si filme portretizand acte de violenta in timp ce li se injecteaza substante care le produc o stare fizica de rau ( migrene , greata puternica , dureri musculare etc ) pe tot parcursul vizionarii. Astfel se creeaza un reflex care induce aceleasi stari fizice negative de fiecare data cand persoanele care au trecut prin tehnica Ludovico se gandesc, vad sau incearca sa comita acte de violenta.	CA: Victor Bajan, Robert Ciugolia, Tudor Suciu	Justitie, Stiinta si tehnologie, Moralitate	Impromptu	Prescriptiv	General	Romana	Semi	Eliminatorii					Justitie	Stiinta si tehnologie	Moralitate
6-feb.-2019	2019	9-feb.-2019	Deva Cup II	AP ar stimula prin politici economice agresive, vanzarea si cumpararea de alimente de productie romaneasca in tara noastra.		CA: Victor Bajan, Robert Ciugolia, Tudor Suciu	Afaceri, Dezvoltare	Impromptu	Prescriptiv	General	Romana	Finala	Eliminatorii					Afaceri	Dezvoltare	
9-mar.-2019	2019	10-mar.-2019	Saint Geroge 13	APCC persoanele apartinand unui grup minoritar (comunitatea LGBTQA+, minoritati etnice, rasiale, femei, etc.) ar trebui sa refuze locurile speciale acordate acestora pe baza apartenentei la grupul respectiv.		CA: Theo Dumitru, Victor Bajan; DCA: Ioana Maxineanu, Robert Ciugolia, Damian Ovidiu	LGBT+, Minoritati	Impromptu	Prescriptiv	General	Romana	R1	Runde					LGBT+	Minoritati	
9-mar.-2019	2019	10-mar.-2019	Saint Geroge 13	APCC persoanele majore ar trebui sa abia obligatia legala de a-si sustine financiar parintii in cazul in care acestia se afla intr-o situatie economica precara sau au probleme de sanatate.		CA: Theo Dumitru, Victor Bajan; DCA: Ioana Maxineanu, Robert Ciugolia, Damian Ovidiu	Familie, Libertati	Prepared	Prescriptiv	Incepator	Romana	R2, Sfert, Semi Novici	General					Familie	Libertati	
9-mar.-2019	2019	10-mar.-2019	Saint Geroge 13	AP susține boicotarea artei produsă de artiști care au comis fapte imorale.	În anii 80, John Lennon a recunoscut că a comis acte de violență domestică împotriva soției sale. David Bowie îi ducea în mod frecvent lui Iggy Pop cocaina în timp ce acesta din urmă se afla într-un centru de Reabilitare. Regizorul Roman Polanski a fost condamnat pentru acte de agresiune sexuala. Tekashi 6ix9ine a fost condamnat la 32 de ani de închisoare pentru jaf armat.	CA: Theo Dumitru, Victor Bajan; DCA: Ioana Maxineanu, Robert Ciugolia, Damian Ovidiu	Arta si Cultura, Moralitate	Impromptu	Prescriptiv	General	Romana	R3	Runde					Arta si Cultura	Moralitate	
